"muni_cvegeo","muni_name","muni_state","muni_coalition","muni_pop","muni_area_km2","match_rank","match_cvegeo","match_name","match_state","match_coalition","match_pop","match_area_km2","mahalanobis_dist"
"15028","Chiautla","México","MC",30045,19.6,2,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.0503
"15028","Chiautla","México","MC",30045,19.6,3,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,1.1398
"15028","Chiautla","México","MC",30045,19.6,4,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.7206
"15028","Chiautla","México","MC",30045,19.6,1,"15100","Tezoyuca","México","PAN/PRI/PRD",47044,15.97,0.4339
"15028","Chiautla","México","MC",30045,19.6,2,"15022","Cocotitlán","México","PAN/PRI/PRD",15107,14.57,0.4964
"15028","Chiautla","México","MC",30045,19.6,3,"15072","Rayón","México","PAN/PRI/PRD",15972,22.6,0.5207
"15028","Chiautla","México","MC",30045,19.6,4,"15055","Mexicaltzingo","México","PAN/PRI/PRD",13807,11.78,0.6322
"15028","Chiautla","México","MC",30045,19.6,1,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,0.2399
"15028","Chiautla","México","MC",30045,19.6,2,"21091","Juan Galindo","Puebla","PRI/PRD",9828,22.81,0.8709
"15028","Chiautla","México","MC",30045,19.6,3,"21084","Ixtepec","Puebla","PRI/PRD",6950,19.41,1.0622
"15028","Chiautla","México","MC",30045,19.6,4,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,1.3501
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,1,"15115","Xonacatlán","México","MC",54633,53.21,1.0546
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,2,"15028","Chiautla","México","MC",30045,19.6,1.351
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,3,"21013","Altepexi","Puebla","MC",22629,47.09,1.6353
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,4,"15094","Tepetlixpa","México","MC",20500,42.51,1.6713
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,1,"15037","Huixquilucan","México","PAN",284965,140,1.1626
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,2,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.7191
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,3,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.9817
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,4,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,2.0946
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,1,"17011","Jiutepec","Morelos","PAN/PRI/PRD",215357,55.71,0.2911
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,2,"15020","Coacalco de Berriozábal","México","PAN/PRI/PRD",293444,34.44,0.3686
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,3,"15054","Metepec","México","PAN/PRI/PRD",242307,67.09,0.4634
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,4,"21119","San Andrés Cholula","Puebla","PAN/PRI/PRD",154448,62.73,0.5119
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,1,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,1.2747
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,2,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,1.2855
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,3,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,1.3203
"15029","Chicoloapan","México","MORENA/PVEM/PT",200750,41.04,4,"15009","Amecameca","México","PRI/PRD",53441,175.47,1.9615
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,1,"15028","Chiautla","México","MC",30045,19.6,1.0504
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,2,"21020","Atoyatempan","Puebla","MC",7704,26.76,1.8823
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,3,"15094","Tepetlixpa","México","MC",20500,42.51,1.9121
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,4,"15115","Xonacatlán","México","MC",54633,53.21,1.9616
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,1,"21125","San Gregorio Atzompa","Puebla","PAN",9671,11.62,1.07
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,2,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,2.0553
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.0782
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,4,"21033","Cohuecan","Puebla","PAN",5403,47.34,2.5678
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,1,"15100","Tezoyuca","México","PAN/PRI/PRD",47044,15.97,0.8313
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,2,"15055","Mexicaltzingo","México","PAN/PRI/PRD",13807,11.78,0.8645
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,3,"15022","Cocotitlán","México","PAN/PRI/PRD",15107,14.57,1.0009
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,4,"15076","San Mateo Atenco","México","PAN/PRI/PRD",97418,20.97,1.2194
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,1,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,1.2888
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,2,"21091","Juan Galindo","Puebla","PRI/PRD",9828,22.81,1.6161
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,3,"21084","Ixtepec","Puebla","PRI/PRD",6950,19.41,1.6678
"15030","Chiconcuac","México","MORENA/PVEM/PT",27692,6.67,4,"21028","Camocuautla","Puebla","PRI/PRD",2758,15.98,2.1109
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,1,"15115","Xonacatlán","México","MC",54633,53.21,1.8569
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,2,"15095","Tepotzotlán","México","MC",103696,205.75,2.1989
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,3,"15028","Chiautla","México","MC",30045,19.6,2.206
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,4,"21013","Altepexi","Puebla","MC",22629,47.09,2.4645
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,1,"15037","Huixquilucan","México","PAN",284965,140,1.3065
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,2,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.5393
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,3,"21050","Chichiquila","Puebla","PAN",26928,108.51,2.6704
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,4,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,2.941
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,1,"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,0.6329
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,2,"15020","Coacalco de Berriozábal","México","PAN/PRI/PRD",293444,34.44,0.6565
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,3,"15054","Metepec","México","PAN/PRI/PRD",242307,67.09,0.8679
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,4,"17011","Jiutepec","Morelos","PAN/PRI/PRD",215357,55.71,0.8732
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,1,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,1.8722
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,2,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,1.9782
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,3,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,2.1438
"15031","Chimalhuacán","México","MORENA/PVEM/PT",705193,53.98,4,"15009","Amecameca","México","PRI/PRD",53441,175.47,2.4962
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,1,"15052","Malinalco","México","MC",28155,208.83,0.2522
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,2,"17009","Huitzilac","Morelos","MC",24515,187.72,0.3046
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,3,"17003","Axochiapan","Morelos","MC",39174,141.15,0.3062
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,4,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,0.6736
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.4546
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.5326
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.2462
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,4,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,1.5455
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,1,"15065","Otumba","México","PAN/PRI/PRD",36331,140.79,0.2909
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,2,"21069","Huaquechula","Puebla","PAN/PRI/PRD",29233,230.64,0.3007
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,3,"17030","Yecapixtla","Morelos","PAN/PRI/PRD",56083,172.27,0.3368
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,4,"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,0.4047
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,1,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.293
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,2,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,0.5741
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,3,"21217","Zoquitlán","Puebla","PRI/PRD",20335,268.34,0.6381
"15032","Donato Guerra","México","MORENA/PVEM/PT",37436,190.01,4,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,0.9192
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,1,"15095","Tepotzotlán","México","MC",103696,205.75,2.1154
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,2,"15115","Xonacatlán","México","MC",54633,53.21,2.3769
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,3,"17003","Axochiapan","Morelos","MC",39174,141.15,2.6934
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,4,"21013","Altepexi","Puebla","MC",22629,47.09,2.977
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,1,"15037","Huixquilucan","México","PAN",284965,140,1.2492
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,2.9042
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,3.0243
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,4,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,3.1983
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,1,"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,0.8329
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,2,"17007","Cuernavaca","Morelos","PAN/PRI/PRD",378476,198.55,1.1692
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,3,"15054","Metepec","México","PAN/PRI/PRD",242307,67.09,1.3855
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,4,"17011","Jiutepec","Morelos","PAN/PRI/PRD",215357,55.71,1.5146
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,1,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,2.052
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,2,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,2.3138
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,3,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,2.4727
"15033","Ecatepec de Morelos","México","MORENA/PVEM/PT",1645352,154.65,4,"15009","Amecameca","México","PRI/PRD",53441,175.47,2.535
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,1,"17022","Tetela del Volcán","Morelos","MC",14853,78.92,0.3892
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,2,"17026","Tlayacapan","Morelos","MC",19408,56.86,0.4091
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,3,"21057","Honey","Puebla","MC",6687,63,0.4335
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,4,"15061","Nopaltepec","México","MC",10351,82.08,0.4424
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,1,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,0.3092
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,2,"21033","Cohuecan","Puebla","PAN",5403,47.34,0.4832
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,0.4975
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,4,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.8078
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,1,"21008","Ahuazotepec","Puebla","PAN/PRI/PRD",11439,60.1,0.1167
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,2,"21167","Tepetzintla","Puebla","PAN/PRI/PRD",10373,70.11,0.2862
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,3,"21068","Hermenegildo Galeana","Puebla","PAN/PRI/PRD",7011,49.81,0.3029
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,4,"21078","Huitzilan de Serdán","Puebla","PAN/PRI/PRD",15928,69.02,0.3187
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,1,"15017","Ayapango","México","PRI/PRD",10053,50.57,0.0604
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,2,"21107","Olintla","Puebla","PRI/PRD",11993,62.66,0.1579
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,3,"21077","Hueytlalpan","Puebla","PRI/PRD",5951,41.65,0.4281
"15034","Ecatzingo","México","MORENA/PVEM/PT",10827,53.1,4,"21185","Tlapanalá","Puebla","PRI/PRD",10344,83.26,0.4567
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,1,"15095","Tepotzotlán","México","MC",103696,205.75,0.7149
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,2,"15115","Xonacatlán","México","MC",54633,53.21,0.9391
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,3,"17003","Axochiapan","Morelos","MC",39174,141.15,1.1016
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,4,"21013","Altepexi","Puebla","MC",22629,47.09,1.4498
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,1,"15037","Huixquilucan","México","PAN",284965,140,0.3875
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.2859
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.4735
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,4,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,1.7234
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,1,"17006","Cuautla","Morelos","PAN/PRI/PRD",187118,121.13,0.0956
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,2,"17018","Temixco","Morelos","PAN/PRI/PRD",122263,102.33,0.218
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,3,"17028","Xochitepec","Morelos","PAN/PRI/PRD",73539,92.99,0.5564
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,4,"21119","San Andrés Cholula","Puebla","PAN/PRI/PRD",154448,62.73,0.6243
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,1,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,0.4316
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,2,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,0.7245
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,3,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.999
"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,4,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,1.3726
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,1,"15052","Malinalco","México","MC",28155,208.83,0.3514
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,2,"17009","Huitzilac","Morelos","MC",24515,187.72,0.4525
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,3,"17003","Axochiapan","Morelos","MC",39174,141.15,0.4722
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,4,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,0.502
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.4573
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.7392
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.4425
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,4,"15037","Huixquilucan","México","PAN",284965,140,1.5458
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,1,"15021","Coatepec Harinas","México","PAN/PRI/PRD",38643,287.9,0.2853
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,2,"21180","Tlahuapan","Puebla","PAN/PRI/PRD",41547,311.73,0.326
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,3,"21069","Huaquechula","Puebla","PAN/PRI/PRD",29233,230.64,0.3391
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,4,"17030","Yecapixtla","Morelos","PAN/PRI/PRD",56083,172.27,0.3614
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,1,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.3233
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,2,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,0.618
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,3,"21217","Zoquitlán","Puebla","PRI/PRD",20335,268.34,0.6627
"15036","Hueypoxtla","México","MORENA/PVEM/PT",46757,232.79,4,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,0.7057
"15037","Huixquilucan","México","PAN",284965,140,1,"15095","Tepotzotlán","México","MC",103696,205.75,0.9266
"15037","Huixquilucan","México","PAN",284965,140,2,"15115","Xonacatlán","México","MC",54633,53.21,1.2869
"15037","Huixquilucan","México","PAN",284965,140,3,"17003","Axochiapan","Morelos","MC",39174,141.15,1.4465
"15037","Huixquilucan","México","PAN",284965,140,4,"21013","Altepexi","Puebla","MC",22629,47.09,1.8281
"15037","Huixquilucan","México","PAN",284965,140,1,"15035","Huehuetoca","México","MORENA/PVEM/PT",163244,119.16,0.3875
"15037","Huixquilucan","México","PAN",284965,140,2,"15025","Chalco","México","MORENA/PVEM/PT",400057,223.6,0.4536
"15037","Huixquilucan","México","PAN",284965,140,3,"15081","Tecámac","México","MORENA/PVEM/PT",547503,156.18,0.4538
"15037","Huixquilucan","México","PAN",284965,140,4,"15120","Zumpango","México","MORENA/PVEM/PT",280455,221.89,0.4598
"15037","Huixquilucan","México","PAN",284965,140,1,"17006","Cuautla","Morelos","PAN/PRI/PRD",187118,121.13,0.2955
"15037","Huixquilucan","México","PAN",284965,140,2,"17007","Cuernavaca","Morelos","PAN/PRI/PRD",378476,198.55,0.3443
"15037","Huixquilucan","México","PAN",284965,140,3,"17018","Temixco","Morelos","PAN/PRI/PRD",122263,102.33,0.5985
"15037","Huixquilucan","México","PAN",284965,140,4,"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,0.691
"15037","Huixquilucan","México","PAN",284965,140,1,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,0.8096
"15037","Huixquilucan","México","PAN",284965,140,2,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,1.1106
"15037","Huixquilucan","México","PAN",284965,140,3,"15009","Amecameca","México","PRI/PRD",53441,175.47,1.304
"15037","Huixquilucan","México","PAN",284965,140,4,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,1.4695
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,1,"15061","Nopaltepec","México","MC",10351,82.08,0.119
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,2,"15107","Tonatico","México","MC",12912,89.8,0.1201
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,3,"17022","Tetela del Volcán","Morelos","MC",14853,78.92,0.1606
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,4,"21057","Honey","Puebla","MC",6687,63,0.4125
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,1,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.5788
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,2,"21033","Cohuecan","Puebla","PAN",5403,47.34,0.6416
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,3,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,0.685
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,4,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,0.6898
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,1,"21202","Xochitlán de Vicente Suárez","Puebla","PAN/PRI/PRD",13025,78.3,0.0682
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,2,"21075","Hueyapan","Puebla","PAN/PRI/PRD",13080,74.45,0.1037
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,3,"21167","Tepetzintla","Puebla","PAN/PRI/PRD",10373,70.11,0.1318
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,4,"21049","Chiconcuautla","Puebla","PAN/PRI/PRD",17382,89.46,0.2633
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,1,"21185","Tlapanalá","Puebla","PRI/PRD",10344,83.26,0.128
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,2,"21107","Olintla","Puebla","PRI/PRD",11993,62.66,0.233
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,3,"15017","Ayapango","México","PRI/PRD",10053,50.57,0.4228
"15038","Isidro Fabela","México","MORENA/PVEM/PT",11929,79.19,4,"21120","San Antonio Cañada","Puebla","PRI/PRD",5938,79.77,0.5099
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,1,"15095","Tepotzotlán","México","MC",103696,205.75,1.1482
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,2,"17003","Axochiapan","Morelos","MC",39174,141.15,1.8346
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,3,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,1.8373
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,4,"15063","Ocuilan","México","MC",36223,384.27,2.029
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,1,"15037","Huixquilucan","México","PAN",284965,140,0.8153
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,2.1193
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,3,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,2.1392
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,4,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.51
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,1,"17007","Cuernavaca","Morelos","PAN/PRI/PRD",378476,198.55,0.4712
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,2,"15118","Zinacantepec","México","PAN/PRI/PRD",203872,308.79,0.6998
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,3,"15051","Lerma","México","PAN/PRI/PRD",170327,229.44,0.8058
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,4,"17006","Cuautla","Morelos","PAN/PRI/PRD",187118,121.13,1.0388
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,1,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,1.2792
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,2,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,1.4011
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,3,"15009","Amecameca","México","PRI/PRD",53441,175.47,1.6071
"15039","Ixtapaluca","México","MORENA/PVEM/PT",542211,322.48,4,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,1.7651
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,1,"17003","Axochiapan","Morelos","MC",39174,141.15,0.1961
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,2,"17009","Huitzilac","Morelos","MC",24515,187.72,0.6444
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,3,"17022","Tetela del Volcán","Morelos","MC",14853,78.92,0.6524
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,4,"15052","Malinalco","México","MC",28155,208.83,0.6797
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,1,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.2189
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,2,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,0.7878
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,3,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.9126
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,4,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,1.1549
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,1,"21106","Ocoyucan","Puebla","PAN/PRI/PRD",42669,119.67,0.1008
"15040","Ixtapan de la Sal","México","MORENA/PVEM/PT",36911,114.76,2,"15065","Otumba","México","PAN/PRI/PRD",36331,140.79,0.2063
