"muni_cvegeo","muni_name","muni_state","muni_coalition","muni_pop","muni_area_km2","match_rank","match_cvegeo","match_name","match_state","match_coalition","match_pop","match_area_km2","mahalanobis_dist"
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,1,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,0.2736
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,2,"15063","Ocuilan","México","MC",36223,384.27,0.4395
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,3,"21179","Tlachichuca","Puebla","MC",31639,419.12,0.5313
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,4,"15052","Malinalco","México","MC",28155,208.83,0.8628
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.753
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.4037
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,3,"15037","Huixquilucan","México","PAN",284965,140,1.8188
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,4,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.1107
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,1,"21177","Tlacotepec de Benito Juárez","Puebla","PAN/PRI/PRD",54757,395.21,0.1959
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,2,"15045","Jilotepec","México","PAN/PRI/PRD",87671,563.92,0.2138
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,3,"15082","Tejupilco","México","PAN/PRI/PRD",79282,665.58,0.3245
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,4,"21180","Tlahuapan","Puebla","PAN/PRI/PRD",41547,311.73,0.454
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,1,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,0.3885
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,2,"21217","Zoquitlán","Puebla","PRI/PRD",20335,268.34,0.8837
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,3,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,0.9025
"15001","Acambay de Ruíz Castañeda","México","MORENA/PVEM/PT",67872,471.8,4,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.9408
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,1,"15115","Xonacatlán","México","MC",54633,53.21,0.8245
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,2,"15095","Tepotzotlán","México","MC",103696,205.75,1.0291
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,3,"17003","Axochiapan","Morelos","MC",39174,141.15,1.3061
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,4,"21013","Altepexi","Puebla","MC",22629,47.09,1.411
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,1,"15037","Huixquilucan","México","PAN",284965,140,0.5043
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.4312
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.4568
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,4,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,1.9067
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,1,"21119","San Andrés Cholula","Puebla","PAN/PRI/PRD",154448,62.73,0.3057
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,2,"17006","Cuautla","Morelos","PAN/PRI/PRD",187118,121.13,0.3177
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,3,"17018","Temixco","Morelos","PAN/PRI/PRD",122263,102.33,0.3354
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,4,"15054","Metepec","México","PAN/PRI/PRD",242307,67.09,0.4083
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,1,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,0.6184
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,2,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,0.7676
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,3,"15009","Amecameca","México","PRI/PRD",53441,175.47,1.2534
"15002","Acolman","México","MORENA/PVEM/PT",171507,86.68,4,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,1.4394
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,1,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,0.1411
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,2,"15063","Ocuilan","México","MC",36223,384.27,0.2302
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,3,"21179","Tlachichuca","Puebla","MC",31639,419.12,0.3081
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,4,"21170","Tepeyahualco","Puebla","MC",19200,448.12,0.6846
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.5889
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.3403
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,3,"15037","Huixquilucan","México","PAN",284965,140,1.9678
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,4,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.0587
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,1,"21177","Tlacotepec de Benito Juárez","Puebla","PAN/PRI/PRD",54757,395.21,0.1684
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,2,"21180","Tlahuapan","Puebla","PAN/PRI/PRD",41547,311.73,0.3458
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,3,"17025","Tlaquiltenango","Morelos","PAN/PRI/PRD",33789,541.84,0.3746
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,4,"15045","Jilotepec","México","PAN/PRI/PRD",87671,563.92,0.4104
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,1,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,0.5954
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,2,"21217","Zoquitlán","Puebla","PRI/PRD",20335,268.34,0.6886
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,3,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,0.7186
"15003","Aculco","México","MORENA/PVEM/PT",49266,449.77,4,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.952
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,1,"21089","Jopala","Puebla","MC",12131,168.76,0.1683
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,2,"17009","Huitzilac","Morelos","MC",24515,187.72,0.3251
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,3,"21137","San Nicolás Buenos Aires","Puebla","MC",10464,208.94,0.392
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,4,"15052","Malinalco","México","MC",28155,208.83,0.4263
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.4834
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.6912
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,3,"21005","Acteopan","Puebla","PAN",3070,75.08,1.2017
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,4,"21033","Cohuecan","Puebla","PAN",5403,47.34,1.2611
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,1,"15102","Timilpan","México","PAN/PRI/PRD",16414,165.66,0.0626
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,2,"15097","Texcaltitlán","México","PAN/PRI/PRD",18482,145.07,0.2374
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,3,"21128","San José Chiapa","Puebla","PAN/PRI/PRD",10443,175.7,0.291
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,4,"15071","Polotitlán","México","PAN/PRI/PRD",14985,125.98,0.2924
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,1,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,0.3728
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,2,"21166","Tepeojuma","Puebla","PRI/PRD",8918,131.62,0.3981
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,3,"21217","Zoquitlán","Puebla","PRI/PRD",20335,268.34,0.4351
"15004","Almoloya de Alquisiras","México","MORENA/PVEM/PT",15333,170.06,4,"21112","Petlalcingo","Puebla","PRI/PRD",9350,231.97,0.5403
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,1,"15095","Tepotzotlán","México","MC",103696,205.75,0.802
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,2,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,0.9069
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,3,"15063","Ocuilan","México","MC",36223,384.27,1.0979
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,4,"21179","Tlachichuca","Puebla","MC",31639,419.12,1.2098
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,1.3166
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,2,"15037","Huixquilucan","México","PAN",284965,140,1.3659
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,3,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.6662
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,4,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.2821
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,1,"15118","Zinacantepec","México","PAN/PRI/PRD",203872,308.79,0.4773
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,2,"15045","Jilotepec","México","PAN/PRI/PRD",87671,563.92,0.5743
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,3,"15051","Lerma","México","PAN/PRI/PRD",170327,229.44,0.7192
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,4,"15082","Tejupilco","México","PAN/PRI/PRD",79282,665.58,0.7452
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,1,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,0.3318
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,2,"15009","Amecameca","México","PRI/PRD",53441,175.47,1.0951
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,3,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,1.3507
"15005","Almoloya de Juárez","México","MORENA/PVEM/PT",174587,476.9,4,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,1.4879
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,1,"15052","Malinalco","México","MC",28155,208.83,0.1525
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,2,"17009","Huitzilac","Morelos","MC",24515,187.72,0.1703
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,3,"21089","Jopala","Puebla","MC",12131,168.76,0.4777
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,4,"15063","Ocuilan","México","MC",36223,384.27,0.5409
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,1,"21161","Tepanco de López","Puebla","MORENA/PVEM/PT",22218,224.1,0.0525
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,2,"15119","Zumpahuacán","México","MORENA/PVEM/PT",18833,201.35,0.1635
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,3,"21108","Oriental","Puebla","MORENA/PVEM/PT",19903,238.2,0.1655
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,4,"21111","Pantepec","Puebla","MORENA/PVEM/PT",18528,218.31,0.1752
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.1579
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.7378
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.4334
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,4,"21005","Acteopan","Puebla","PAN",3070,75.08,1.5417
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,1,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,0.1763
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,2,"21217","Zoquitlán","Puebla","PRI/PRD",20335,268.34,0.2502
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,3,"21112","Petlalcingo","Puebla","PRI/PRD",9350,231.97,0.6925
"15007","Amanalco","México","PAN/PRI/PRD",23675,220.83,4,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.6968
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,1,"21170","Tepeyahualco","Puebla","MC",19200,448.12,0.3401
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,2,"21179","Tlachichuca","Puebla","MC",31639,419.12,0.4859
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,3,"15063","Ocuilan","México","MC",36223,384.27,0.6282
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,4,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,0.7645
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.8942
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,1.7628
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,3,"21005","Acteopan","Puebla","PAN",3070,75.08,2.197
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,4,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.4642
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,1,"21083","Ixtacamaxtitlán","Puebla","PAN/PRI/PRD",25319,558.1,0.1267
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,2,"17025","Tlaquiltenango","Morelos","PAN/PRI/PRD",33789,541.84,0.2989
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,3,"21064","Francisco Z. Mena","Puebla","PAN/PRI/PRD",17824,424.41,0.4003
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,4,"21087","Jolalpan","Puebla","PAN/PRI/PRD",13308,599.89,0.4521
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,1,"21217","Zoquitlán","Puebla","PRI/PRD",20335,268.34,0.8168
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,2,"21035","Coxcatlán","Puebla","PRI/PRD",20653,248.85,0.892
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,3,"21112","Petlalcingo","Puebla","PRI/PRD",9350,231.97,1.0354
"15008","Amatepec","México","MORENA/PVEM/PT",25244,633.87,4,"15114","Villa Victoria","México","PRI/PRD",108196,421.43,1.244
"15009","Amecameca","México","PRI/PRD",53441,175.47,1,"17003","Axochiapan","Morelos","MC",39174,141.15,0.2601
"15009","Amecameca","México","PRI/PRD",53441,175.47,2,"15095","Tepotzotlán","México","MC",103696,205.75,0.4592
"15009","Amecameca","México","PRI/PRD",53441,175.47,3,"15052","Malinalco","México","MC",28155,208.83,0.5445
"15009","Amecameca","México","PRI/PRD",53441,175.47,4,"17009","Huitzilac","Morelos","MC",24515,187.72,0.591
"15009","Amecameca","México","PRI/PRD",53441,175.47,1,"21207","Zacapoaxtla","Puebla","MORENA/PVEM/PT",57887,175,0.059
"15009","Amecameca","México","PRI/PRD",53441,175.47,2,"21043","Cuetzalan del Progreso","Puebla","MORENA/PVEM/PT",49864,180.36,0.0642
"15009","Amecameca","México","PRI/PRD",53441,175.47,3,"15103","Tlalmanalco","México","MORENA/PVEM/PT",49196,159.12,0.0971
"15009","Amecameca","México","PRI/PRD",53441,175.47,4,"15084","Temascalapa","México","MORENA/PVEM/PT",43593,163.48,0.1432
"15009","Amecameca","México","PRI/PRD",53441,175.47,1,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.5742
"15009","Amecameca","México","PRI/PRD",53441,175.47,2,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,0.7297
"15009","Amecameca","México","PRI/PRD",53441,175.47,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.2096
"15009","Amecameca","México","PRI/PRD",53441,175.47,4,"15037","Huixquilucan","México","PAN",284965,140,1.304
"15009","Amecameca","México","PRI/PRD",53441,175.47,1,"17030","Yecapixtla","Morelos","PAN/PRI/PRD",56083,172.27,0.0442
"15009","Amecameca","México","PRI/PRD",53441,175.47,2,"15065","Otumba","México","PAN/PRI/PRD",36331,140.79,0.298
"15009","Amecameca","México","PRI/PRD",53441,175.47,3,"21106","Ocoyucan","Puebla","PAN/PRI/PRD",42669,119.67,0.3639
"15009","Amecameca","México","PRI/PRD",53441,175.47,4,"21069","Huaquechula","Puebla","PAN/PRI/PRD",29233,230.64,0.5822
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,1,"17026","Tlayacapan","Morelos","MC",19408,56.86,0.3813
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,2,"21013","Altepexi","Puebla","MC",22629,47.09,0.4525
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,3,"15094","Tepetlixpa","México","MC",20500,42.51,0.5563
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,4,"17022","Tetela del Volcán","Morelos","MC",14853,78.92,0.5733
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,1,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,0.4145
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.4195
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,3,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,0.8405
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,4,"21033","Cohuecan","Puebla","PAN",5403,47.34,1.2312
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,1,"17002","Atlatlahucan","Morelos","PAN/PRI/PRD",25232,79.08,0.1928
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,2,"21214","Zinacatepec","Puebla","PAN/PRI/PRD",18359,62.28,0.3875
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,3,"21106","Ocoyucan","Puebla","PAN/PRI/PRD",42669,119.67,0.4452
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,4,"21078","Huitzilan de Serdán","Puebla","PAN/PRI/PRD",15928,69.02,0.4863
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,1,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,0.4228
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,2,"21107","Olintla","Puebla","PRI/PRD",11993,62.66,0.6787
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,3,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,0.7327
"15010","Apaxco","México","MORENA/PVEM/PT",31898,75.06,4,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.809
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,1,"15115","Xonacatlán","México","MC",54633,53.21,0.4791
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,2,"17003","Axochiapan","Morelos","MC",39174,141.15,0.7661
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,3,"15095","Tepotzotlán","México","MC",103696,205.75,0.8034
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,4,"21013","Altepexi","Puebla","MC",22629,47.09,0.904
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,1,"21050","Chichiquila","Puebla","PAN",26928,108.51,0.8387
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,2,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,0.9239
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,3,"15037","Huixquilucan","México","PAN",284965,140,0.9349
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,4,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,1.3814
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,1,"17028","Xochitepec","Morelos","PAN/PRI/PRD",73539,92.99,0.0656
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,2,"17018","Temixco","Morelos","PAN/PRI/PRD",122263,102.33,0.3369
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,3,"21106","Ocoyucan","Puebla","PAN/PRI/PRD",42669,119.67,0.5871
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,4,"17006","Cuautla","Morelos","PAN/PRI/PRD",187118,121.13,0.6394
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,1,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,0.1768
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,2,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,0.2489
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,3,"15009","Amecameca","México","PRI/PRD",53441,175.47,0.7997
"15011","Atenco","México","MORENA/PVEM/PT",75489,87.77,4,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,1.2008
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,1,"15028","Chiautla","México","MC",30045,19.6,0.8743
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,2,"21020","Atoyatempan","Puebla","MC",7704,26.76,1.3157
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,3,"15094","Tepetlixpa","México","MC",20500,42.51,1.538
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,4,"21013","Altepexi","Puebla","MC",22629,47.09,1.6305
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,1,"21125","San Gregorio Atzompa","Puebla","PAN",9671,11.62,0.4383
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,2,"21122","San Felipe Teotlalcingo","Puebla","PAN",11063,39.06,1.5629
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,1.7063
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,4,"21033","Cohuecan","Puebla","PAN",5403,47.34,2.0035
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,1,"15055","Mexicaltzingo","México","PAN/PRI/PRD",13807,11.78,0.3248
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,2,"15022","Cocotitlán","México","PAN/PRI/PRD",15107,14.57,0.5237
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,3,"15072","Rayón","México","PAN/PRI/PRD",15972,22.6,0.9463
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,4,"15100","Tezoyuca","México","PAN/PRI/PRD",47044,15.97,0.9579
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,1,"21084","Ixtepec","Puebla","PRI/PRD",6950,19.41,1.0621
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,2,"21091","Juan Galindo","Puebla","PRI/PRD",9828,22.81,1.07
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,3,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,1.0864
"15012","Atizapán","México","MORENA/PVEM/PT",12984,8.39,4,"21028","Camocuautla","Puebla","PRI/PRD",2758,15.98,1.4559
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,1,"15115","Xonacatlán","México","MC",54633,53.21,1.566
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,2,"15095","Tepotzotlán","México","MC",103696,205.75,1.6096
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,3,"17003","Axochiapan","Morelos","MC",39174,141.15,2.0547
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,4,"15028","Chiautla","México","MC",30045,19.6,2.1734
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,1,"15121","Cuautitlán Izcalli","México","MORENA/PVEM/PT",555163,109.41,0.1598
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,2,"15104","Tlalnepantla de Baz","México","MORENA/PVEM/PT",672202,79.6,0.2667
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,3,"15109","Tultitlán","México","MORENA/PVEM/PT",516341,65.37,0.3394
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,4,"15081","Tecámac","México","MORENA/PVEM/PT",547503,156.18,0.5111
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,1,"15037","Huixquilucan","México","PAN",284965,140,0.691
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,2,"21050","Chichiquila","Puebla","PAN",26928,108.51,2.2136
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,3,"21134","San Matías Tlalancaleca","Puebla","PAN",20974,50.66,2.2319
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,4,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,2.6687
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,1,"15067","Otzolotepec","México","PRI/PRD",88783,113.94,1.3694
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,2,"15092","Teotihuacán","México","PRI/PRD",58507,82.03,1.5628
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,3,"15009","Amecameca","México","PRI/PRD",53441,175.47,1.9517
"15013","Atizapán de Zaragoza","México","PAN/PRI/PRD",523674,92.37,4,"15073","San Antonio la Isla","México","PRI/PRD",31962,25.23,2.0465
"15014","Atlacomulco","México","MORENA/PVEM/PT",109384,256.77,1,"15095","Tepotzotlán","México","MC",103696,205.75,0.2107
"15014","Atlacomulco","México","MORENA/PVEM/PT",109384,256.77,2,"17003","Axochiapan","Morelos","MC",39174,141.15,0.7987
"15014","Atlacomulco","México","MORENA/PVEM/PT",109384,256.77,3,"21045","Chalchicomula de Sesma","Puebla","MC",47410,387.65,0.8299
"15014","Atlacomulco","México","MORENA/PVEM/PT",109384,256.77,4,"15052","Malinalco","México","MC",28155,208.83,0.9451
"15014","Atlacomulco","México","MORENA/PVEM/PT",109384,256.77,1,"21195","Vicente Guerrero","Puebla","PAN",26559,260.09,1.034
